Rep	Year	RepSeason	PatchID	Ncells	Species	NInd	Nfemales_stage1	Nmales_stage1	Nfemales_stage2	Nmales_stage2	NJuvFemales	NJuvMales
0	70	0	27	280	0	46	5	6	16	19	5	9
0	70	0	30	1919	0	176	26	16	84	50	87	81
0	70	0	32	154	0	19	3	1	9	6	2	7
0	71	0	0	0	0	0	0	0	0	0	0	0
0	71	0	20	361	0	51	6	7	21	17	15	12
0	71	0	15	694	0	51	8	5	16	22	15	22
0	71	0	17	137	0	27	3	3	10	11	3	2
0	71	0	18	172	0	1	0	0	1	0	0	0
0	71	0	23	145	0	22	6	5	4	7	1	1
0	71	0	24	1141	0	105	6	16	43	40	37	46
0	71	0	26	401	0	34	4	4	11	15	7	10
0	71	0	27	280	0	36	3	3	13	17	10	12
0	71	0	30	1919	0	182	29	23	80	50	67	73
0	71	0	32	154	0	15	2	1	8	4	6	10
0	72	0	0	0	0	0	0	0	0	0	0	0
0	72	0	20	361	0	44	1	2	20	21	19	8
0	72	0	15	694	0	63	9	12	19	23	12	17
0	72	0	17	137	0	25	2	1	11	11	4	6
0	72	0	18	172	0	0	0	0	0	0	0	0
0	72	0	23	145	0	19	3	1	5	10	3	3
0	72	0	24	1141	0	108	14	9	42	43	32	40
0	72	0	26	401	0	36	7	2	12	15	8	12
0	72	0	27	280	0	38	7	3	11	17	10	3
0	72	0	30	1919	0	179	22	23	79	55	81	72
0	72	0	32	154	0	18	1	6	7	4	11	4
0	73	0	0	0	0	0	0	0	0	0	0	0
0	73	0	20	361	0	45	7	4	14	20	11	11
0	73	0	15	694	0	61	0	8	24	29	27	31
0	73	0	17	137	0	23	2	3	8	10	5	1
0	73	0	18	172	0	0	0	0	0	0	0	0
0	73	0	23	145	0	18	0	1	7	10	5	5
0	73	0	24	1141	0	106	15	10	42	39	37	37
0	73	0	26	401	0	42	5	6	16	15	13	9
0	73	0	27	280	0	40	7	5	13	15	8	12
0	73	0	30	1919	0	183	27	22	82	52	74	89
0	73	0	32	154	0	16	1	2	7	6	5	7
0	74	0	0	0	0	0	0	0	0	0	0	0
0	74	0	20	361	0	42	5	3	16	18	17	12
0	74	0	15	694	0	58	8	5	20	25	24	23
0	74	0	17	137	0	17	4	0	5	8	1	1
0	74	0	18	172	0	0	0	0	0	0	0	0
0	74	0	23	145	0	20	5	2	5	8	0	0
0	74	0	24	1141	0	100	11	11	46	32	46	47
0	74	0	26	401	0	32	5	0	13	14	14	11
0	74	0	27	280	0	43	8	6	15	14	11	4
0	74	0	30	1919	0	192	21	28	84	59	80	75
0	74	0	32	154	0	15	2	1	6	6	5	1
0	75	0	0	0	0	0	0	0	0	0	0	0
0	75	0	20	361	0	47	6	4	18	19	10	11
0	75	0	15	694	0	49	9	2	15	23	16	21
0	75	0	17	137	0	20	6	2	7	5	9	2
0	75	0	18	172	0	0	0	0	0	0	0	0
0	75	0	23	145	0	16	0	1	9	6	7	11
0	75	0	24	1141	0	95	6	17	41	31	32	41
0	75	0	26	401	0	30	4	2	13	11	13	11
0	75	0	27	280	0	43	8	3	16	16	4	14
0	75	0	30	1919	0	190	17	22	81	70	62	73
0	75	0	32	154	0	16	4	0	8	4	9	3
0	76	0	0	0	0	0	0	0	0	0	0	0
0	76	0	20	361	0	46	2	4	21	19	10	20
0	76	0	15	694	0	54	7	11	16	20	17	18
0	76	0	17	137	0	20	3	2	9	6	2	2
0	76	0	18	172	0	1	0	1	0	0	0	0
0	76	0	23	145	0	19	6	1	8	4	4	6
0	76	0	24	1141	0	90	12	11	37	30	49	47
0	76	0	26	401	0	32	6	5	9	12	6	6
0	76	0	27	280	0	38	6	3	19	10	15	13
0	76	0	30	1919	0	174	16	19	78	61	81	75
0	76	0	32	154	0	17	2	2	10	3	7	5
0	77	0	0	0	0	0	0	0	0	0	0	0
0	77	0	20	361	0	40	3	5	13	19	4	14
0	77	0	15	694	0	53	5	6	18	24	18	20
0	77	0	17	137	0	21	3	1	10	7	6	4
0	77	0	18	172	0	1	0	1	0	0	0	0
0	77	0	23	145	0	18	2	3	11	2	8	7
0	77	0	24	1141	0	89	10	14	33	32	51	33
0	77	0	26	401	0	31	4	4	12	11	20	18
0	77	0	27	280	0	42	7	6	19	10	6	8
0	77	0	30	1919	0	185	21	24	78	62	88	58
0	77	0	32	154	0	16	3	1	9	3	5	10
0	78	0	0	0	0	0	0	0	0	0	0	0
0	78	0	20	361	0	33	2	2	12	17	15	19
0	78	0	15	694	0	58	6	8	18	26	16	14
0	78	0	17	137	0	21	2	4	8	7	2	7
0	78	0	18	172	0	0	0	0	0	0	0	0
0	78	0	23	145	0	18	3	2	10	3	11	7
0	78	0	24	1141	0	96	16	10	33	37	35	32
0	78	0	26	401	0	34	4	4	14	12	21	19
0	78	0	27	280	0	38	7	7	14	10	5	9
0	78	0	30	1919	0	193	22	20	82	69	88	82
0	78	0	32	154	0	18	5	3	6	4	5	6
0	79	0	0	0	0	0	0	0	0	0	0	0
0	79	0	20	361	0	33	6	3	10	14	12	18
0	79	0	15	694	0	50	3	4	18	25	25	15
0	79	0	17	137	0	18	1	2	7	8	4	8
0	79	0	18	172	0	0	0	0	0	0	0	0
0	79	0	23	145	0	28	7	6	12	3	3	3
0	79	0	24	1141	0	97	10	15	35	37	39	33
0	79	0	26	401	0	37	7	3	14	13	15	12
0	79	0	27	280	0	43	6	7	19	11	10	11
0	79	0	30	1919	0	198	27	23	81	67	74	83
0	79	0	32	154	0	13	2	1	4	6	4	2
0	80	0	0	0	0	0	0	0	0	0	0	0
0	80	0	20	361	0	36	5	4	12	15	10	11
0	80	0	15	694	0	45	4	3	16	22	14	27
0	80	0	17	137	0	23	3	5	7	8	5	5
0	80	0	18	172	0	0	0	0	0	0	0	0
0	80	0	23	145	0	23	0	0	15	8	4	12
0	80	0	24	1141	0	91	13	3	34	41	45	39
0	80	0	26	401	0	43	10	6	14	13	11	11
0	80	0	27	280	0	50	4	10	21	15	10	12
0	80	0	30	1919	0	198	16	30	85	67	86	76
0	80	0	32	154	0	9	1	0	3	5	1	3
0	81	0	0	0	0	0	0	0	0	0	0	0
0	81	0	20	361	0	37	6	2	13	16	24	14
0	81	0	15	694	0	53	5	10	16	22	20	20
0	81	0	17	137	0	19	1	3	5	10	4	3
0	81	0	18	172	0	0	0	0	0	0	0	0
0	81	0	23	145	0	25	2	5	10	8	7	4
0	81	0	24	1141	0	95	11	13	34	37	36	37
0	81	0	26	401	0	46	5	4	19	18	17	14
0	81	0	27	280	0	48	6	4	21	17	4	10
0	81	0	30	1919	0	200	22	27	73	78	58	81
0	81	0	32	154	0	7	1	0	2	4	3	1
0	82	0	0	0	0	0	0	0	0	0	0	0
0	82	0	20	361	0	41	7	3	17	14	8	11
0	82	0	15	694	0	49	5	6	19	19	28	20
0	82	0	17	137	0	20	3	2	4	11	1	1
0	82	0	18	172	0	0	0	0	0	0	0	0
0	82	0	23	145	0	27	4	4	8	11	5	0
0	82	0	24	1141	0	100	16	13	34	37	37	34
0	82	0	26	401	0	46	7	3	18	18	17	20
0	82	0	27	280	0	44	6	6	17	15	9	8
0	82	0	30	1919	0	190	16	19	77	78	87	85
0	82	0	32	154	0	9	1	2	3	3	3	7
0	83	0	0	0	0	0	0	0	0	0	0	0
0	83	0	20	361	0	35	2	3	15	15	20	15
0	83	0	15	694	0	50	7	8	15	20	20	19
0	83	0	17	137	0	18	2	1	3	12	2	3
0	83	0	18	172	0	0	0	0	0	0	0	0
0	83	0	23	145	0	25	0	1	10	14	1	4
0	83	0	24	1141	0	96	12	9	37	38	28	34
0	83	0	26	401	0	50	6	6	22	16	15	14
0	83	0	27	280	0	47	7	7	19	14	10	7
0	83	0	30	1919	0	193	17	26	75	75	61	78
0	83	0	32	154	0	10	3	1	3	3	4	3
0	84	0	0	0	0	0	0	0	0	0	0	0
0	84	0	20	361	0	43	8	5	16	14	18	13
0	84	0	15	694	0	49	7	9	17	16	19	24
0	84	0	17	137	0	17	1	1	5	10	6	5
0	84	0	18	172	0	0	0	0	0	0	0	0
0	84	0	23	145	0	23	1	1	7	14	5	2
0	84	0	24	1141	0	90	6	12	35	37	35	27
0	84	0	26	401	0	53	5	7	26	15	10	17
0	84	0	27	280	0	44	8	4	18	14	11	14
0	84	0	30	1919	0	192	18	27	77	70	74	79
0	84	0	32	154	0	12	2	2	5	3	2	1
0	85	0	0	0	0	0	0	0	0	0	0	0
0	85	0	20	361	0	44	5	7	15	17	16	10
0	85	0	15	694	0	53	5	9	20	19	23	20
0	85	0	17	137	0	20	5	1	6	8	4	5
0	85	0	18	172	0	0	0	0	0	0	0	0
0	85	0	23	145	0	24	1	2	7	14	2	2
0	85	0	24	1141	0	94	10	10	36	38	39	30
0	85	0	26	401	0	55	3	6	26	20	19	18
0	85	0	27	280	0	42	7	5	16	14	8	8
0	85	0	30	1919	0	179	21	25	62	71	44	79
0	85	0	32	154	0	13	1	2	6	4	7	12
0	86	0	0	0	0	0	0	0	0	0	0	0
0	86	0	20	361	0	36	4	6	14	12	13	18
0	86	0	15	694	0	44	8	5	11	20	14	16
0	86	0	17	137	0	19	1	2	8	8	6	2
0	86	0	18	172	0	0	0	0	0	0	0	0
0	86	0	23	145	0	22	0	1	6	15	5	3
0	86	0	24	1141	0	93	13	11	37	32	47	40
0	86	0	26	401	0	52	3	7	22	20	20	19
0	86	0	27	280	0	39	2	3	19	15	9	10
0	86	0	30	1919	0	179	16	25	60	78	50	68
0	86	0	32	154	0	18	6	3	5	4	5	3
0	87	0	0	0	0	0	0	0	0	0	0	0
0	87	0	20	361	0	37	6	4	13	14	12	18
0	87	0	15	694	0	46	4	8	16	18	19	21
0	87	0	17	137	0	24	5	2	8	9	4	7
0	87	0	18	172	0	0	0	0	0	0	0	0
0	87	0	23	145	0	22	5	0	6	11	2	2
0	87	0	24	1141	0	95	13	14	33	35	34	31
0	87	0	26	401	0	56	8	6	22	20	17	14
0	87	0	27	280	0	39	1	5	19	14	6	12
0	87	0	30	1919	0	172	10	22	59	81	67	52
0	87	0	32	154	0	18	4	3	8	3	6	9
0	88	0	0	0	0	0	0	0	0	0	0	0
0	88	0	20	361	0	38	4	4	17	13	15	9
0	88	0	15	694	0	54	5	13	15	21	8	21
0	88	0	17	137	0	27	3	5	9	10	5	4
0	88	0	18	172	0	0	0	0	0	0	0	0
0	88	0	23	145	0	17	1	0	8	8	6	9
0	88	0	24	1141	0	92	11	11	33	37	36	33
0	88	0	26	401	0	55	3	3	26	23	15	16
0	88	0	27	280	0	38	4	7	15	12	8	12
0	88	0	30	1919	0	172	15	23	52	82	51	68
0	88	0	32	154	0	19	0	4	11	4	11	8
0	89	0	0	0	0	0	0	0	0	0	0	0
0	89	0	20	361	0	32	7	2	15	8	16	10
0	89	0	15	694	0	49	4	8	15	22	15	23
0	89	0	17	137	0	29	0	5	11	13	4	2
0	89	0	18	172	0	0	0	0	0	0	0	0
0	89	0	23	145	0	14	1	2	8	3	6	3
0	89	0	24	1141	0	91	13	11	32	35	33	41
0	89	0	26	401	0	55	4	4	22	25	14	12
0	89	0	27	280	0	40	4	5	17	14	8	9
0	89	0	30	1919	0	173	19	22	49	83	56	57
0	89	0	32	154	0	19	1	1	10	7	9	7
0	90	0	0	0	0	0	0	0	0	0	0	0
0	90	0	20	361	0	33	4	4	18	7	20	17
0	90	0	15	694	0	44	2	6	13	23	15	11
0	90	0	17	137	0	27	2	3	8	14	3	3
0	90	0	18	172	0	0	0	0	0	0	0	0
0	90	0	23	145	0	11	2	0	7	2	9	7
0	90	0	24	1141	0	88	11	10	33	34	39	39
0	90	0	26	401	0	51	4	6	22	19	19	14
0	90	0	27	280	0	38	5	6	14	13	10	14
0	90	0	30	1919	0	154	16	15	47	76	50	59
0	90	0	32	154	0	22	3	3	8	8	3	5
0	91	0	0	0	0	0	0	0	0	0	0	0
0	91	0	20	361	0	39	5	3	20	11	21	20
0	91	0	15	694	0	49	7	6	14	22	23	16
0	91	0	17	137	0	28	4	1	8	15	1	0
0	91	0	18	172	0	0	0	0	0	0	0	0
0	91	0	23	145	0	15	5	1	8	1	12	7
0	91	0	24	1141	0	98	15	13	36	34	47	38
0	91	0	26	401	0	57	6	5	24	22	12	12
0	91	0	27	280	0	41	5	8	13	15	6	8
0	91	0	30	1919	0	156	15	21	50	70	51	58
0	91	0	32	154	0	21	0	2	8	11	4	4
0	92	0	0	0	0	0	0	0	0	0	0	0
0	92	0	20	361	0	39	10	3	17	9	15	11
0	92	0	15	694	0	45	5	4	14	22	16	20
0	92	0	17	137	0	27	4	3	8	12	1	3
0	92	0	18	172	0	0	0	0	0	0	0	0
0	92	0	23	145	0	20	6	4	10	0	0	0
0	92	0	24	1141	0	120	18	20	41	41	38	44
0	92	0	26	401	0	52	2	4	25	21	20	25
0	92	0	27	280	0	44	7	5	15	17	11	5
0	92	0	30	1919	0	151	15	13	50	73	58	60
0	92	0	32	154	0	23	2	2	6	13	3	1
0	93	0	0	0	0	0	0	0	0	0	0	0
0	93	0	20	361	0	47	9	4	22	12	14	18
0	93	0	15	694	0	44	3	9	13	19	18	19
0	93	0	17	137	0	23	2	0	7	14	1	2
0	93	0	18	172	0	0	0	0	0	0	0	0
0	93	0	23	145	0	15	0	1	12	2	11	8
0	93	0	24	1141	0	112	15	12	41	44	41	45
0	93	0	26	401	0	54	6	9	20	19	13	11
0	93	0	27	280	0	46	6	4	18	18	5	5
0	93	0	30	1919	0	140	9	15	53	63	80	58
0	93	0	32	154	0	22	3	2	6	11	6	3
0	94	0	0	0	0	0	0	0	0	0	0	0
0	94	0	20	361	0	49	4	7	26	12	15	13
0	94	0	15	694	0	47	4	6	14	23	21	27
0	94	0	17	137	0	19	0	2	5	12	2	4
0	94	0	18	172	0	0	0	0	0	0	0	0
0	94	0	23	145	0	18	3	4	8	3	6	5
0	94	0	24	1141	0	113	16	12	41	44	31	46
0	94	0	26	401	0	50	2	8	19	21	11	15
0	94	0	27	280	0	41	3	3	17	18	10	10
0	94	0	30	1919	0	143	24	14	48	57	55	61
0	94	0	32	154	0	17	1	1	6	9	2	6
0	95	0	0	0	0	0	0	0	0	0	0	0
0	95	0	20	361	0	48	5	3	26	14	17	18
0	95	0	15	694	0	53	8	10	14	21	18	15
0	95	0	17	137	0	21	2	2	5	12	5	4
0	95	0	18	172	0	0	0	0	0	0	0	0
0	95	0	23	145	0	16	1	1	9	5	7	8
0	95	0	24	1141	0	109	5	16	49	39	54	42
0	95	0	26	401	0	51	8	3	16	24	13	10
0	95	0	27	280	0	37	4	6	12	15	5	6
0	95	0	30	1919	0	138	17	15	52	54	61	71
0	95	0	32	154	0	14	1	1	5	7	7	4
0	96	0	0	0	0	0	0	0	0	0	0	0
0	96	0	20	361	0	44	5	5	23	11	23	16
0	96	0	15	694	0	52	5	10	17	20	25	21
0	96	0	17	137	0	23	6	3	5	9	2	3
0	96	0	18	172	0	0	0	0	0	0	0	0
0	96	0	23	145	0	18	2	4	6	6	2	3
0	96	0	24	1141	0	113	12	13	45	43	32	49
0	96	0	26	401	0	39	2	3	16	18	19	13
0	96	0	27	280	0	33	0	3	13	17	9	14
0	96	0	30	1919	0	135	18	19	48	50	50	52
0	96	0	31	249	0	0	0	0	0	0	0	0
0	96	0	32	154	0	12	0	0	5	7	6	4
0	97	0	0	0	0	0	0	0	0	0	0	0
0	97	0	20	361	0	46	7	5	23	11	16	11
0	97	0	15	694	0	50	8	3	17	22	22	10
0	97	0	17	137	0	25	6	3	6	10	1	6
0	97	0	18	172	0	0	0	0	0	0	0	0
0	97	0	23	145	0	19	2	2	6	9	3	6
0	97	0	24	1141	0	124	17	13	46	48	49	41
0	97	0	26	401	0	47	5	9	16	17	14	11
0	97	0	27	280	0	36	3	7	10	16	5	6
0	97	0	30	1919	0	134	9	19	50	56	57	60
0	97	0	31	249	0	0	0	0	0	0	0	0
0	97	0	32	154	0	10	0	1	4	5	5	3
0	98	0	0	0	0	0	0	0	0	0	0	0
0	98	0	20	361	0	49	4	9	23	13	10	14
0	98	0	15	694	0	44	3	4	17	20	13	28
0	98	0	17	137	0	23	3	0	9	11	4	4
0	98	0	18	172	0	0	0	0	0	0	0	0
0	98	0	23	145	0	18	2	3	6	7	1	5
0	98	0	24	1141	0	125	17	10	53	45	35	58
0	98	0	26	401	0	44	4	3	14	23	13	13
0	98	0	27	280	0	32	4	3	6	19	6	1
0	98	0	30	1919	0	145	18	18	49	60	59	61
0	98	0	31	249	0	0	0	0	0	0	0	0
0	98	0	32	154	0	12	3	2	4	3	4	3
0	99	0	0	0	0	0	0	0	0	0	0	0
0	99	0	20	361	0	49	6	4	24	15	12	26
0	99	0	15	694	0	42	4	7	15	16	19	21
0	99	0	17	137	0	23	3	1	9	10	4	6
0	99	0	18	172	0	0	0	0	0	0	0	0
0	99	0	23	145	0	18	0	3	7	8	9	2
0	99	0	24	1141	0	122	14	14	53	41	44	36
0	99	0	26	401	0	49	8	4	16	21	12	14
0	99	0	27	280	0	28	5	2	7	14	8	8
0	99	0	30	1919	0	149	14	18	53	64	66	53
0	99	0	31	249	0	0	0	0	0	0	0	0
0	99	0	32	154	0	10	0	1	5	4	9	6
0	100	0	0	0	0	0	0	0	0	0	0	0
0	100	0	20	361	0	48	5	5	24	14	0	0
0	100	0	15	694	0	45	5	8	16	16	0	0
0	100	0	17	137	0	25	0	4	11	10	0	0
0	100	0	18	172	0	0	0	0	0	0	0	0
0	100	0	23	145	0	21	4	2	7	8	0	0
0	100	0	24	1141	0	111	14	13	46	38	0	0
0	100	0	26	401	0	36	6	2	12	16	0	0
0	100	0	27	280	0	32	6	4	9	13	0	0
0	100	0	30	1919	0	145	16	22	47	60	0	0
0	100	0	31	249	0	0	0	0	0	0	0	0
0	100	0	32	154	0	14	3	3	4	4	0	0
1	0	0	0	0	0	0	0	0	0	0	0	0
1	0	0	30	1919	0	191	52	44	43	52	37	38
1	1	0	0	0	0	0	0	0	0	0	0	0
1	1	0	30	1919	0	171	18	16	70	67	69	75
1	2	0	0	0	0	0	0	0	0	0	0	0
1	2	0	26	401	0	2	1	1	0	0	0	0
1	2	0	30	1919	0	156	16	18	63	59	79	75
1	3	0	0	0	0	0	0	0	0	0	0	0
1	3	0	26	401	0	3	1	1	0	1	0	0
1	3	0	30	1919	0	168	25	27	59	57	62	54
1	4	0	0	0	0	0	0	0	0	0	0	0
1	4	0	26	401	0	3	1	0	1	1	2	3
1	4	0	30	1919	0	165	18	17	67	63	70	73
1	5	0	0	0	0	0	0	0	0	0	0	0
1	5	0	26	401	0	7	2	3	1	1	3	0
1	5	0	30	1919	0	152	16	17	60	59	65	59
1	6	0	0	0	0	0	0	0	0	0	0	0
1	6	0	26	401	0	11	5	2	1	3	1	4
1	6	0	30	1919	0	154	18	14	61	61	64	67
1	7	0	0	0	0	0	0	0	0	0	0	0
1	7	0	26	401	0	15	2	5	5	3	12	6
1	7	0	30	1919	0	156	20	19	52	65	47	63
1	8	0	0	0	0	0	0	0	0	0	0	0
1	8	0	26	401	0	19	8	3	5	3	5	7
1	8	0	30	1919	0	146	7	14	59	66	73	62
1	9	0	0	0	0	0	0	0	0	0	0	0
1	9	0	26	401	0	22	3	4	11	4	12	12
1	9	0	30	1919	0	158	26	15	56	61	70	64
1	10	0	0	0	0	0	0	0	0	0	0	0
1	10	0	26	401	0	27	4	6	12	5	12	20
1	10	0	30	1919	0	150	16	21	55	58	52	61
1	11	0	0	0	0	0	0	0	0	0	0	0
1	11	0	26	401	0	25	1	4	12	8	17	9
1	11	0	30	1919	0	155	20	16	58	61	64	61
1	12	0	0	0	0	0	0	0	0	0	0	0
1	12	0	26	401	0	29	7	4	8	10	11	9
1	12	0	30	1919	0	143	22	12	51	58	65	69
1	13	0	0	0	0	0	0	0	0	0	0	0
1	13	0	26	401	0	30	7	2	11	10	14	11
1	13	0	30	1919	0	139	16	16	52	55	68	65
1	14	0	0	0	0	0	0	0	0	0	0	0
1	14	0	26	401	0	30	4	3	14	9	13	15
1	14	0	30	1919	0	155	31	18	50	56	48	49
1	15	0	0	0	0	0	0	0	0	0	0	0
1	15	0	26	401	0	32	5	5	14	8	10	14
1	15	0	30	1919	0	156	22	12	68	54	67	96
1	16	0	0	0	0	0	0	0	0	0	0	0
1	16	0	24	1141	0	2	1	1	0	0	0	0
1	16	0	26	401	0	30	3	3	16	8	27	13
1	16	0	27	280	0	3	1	2	0	0	0	0
1	16	0	30	1919	0	165	25	21	70	49	68	82
1	17	0	0	0	0	0	0	0	0	0	0	0
1	17	0	24	1141	0	3	1	0	1	1	0	6
1	17	0	26	401	0	33	7	3	14	9	23	17
1	17	0	27	280	0	5	1	1	1	2	2	3
1	17	0	30	1919	0	163	19	20	76	48	92	82
1	18	0	0	0	0	0	0	0	0	0	0	0
1	18	0	24	1141	0	6	1	4	1	0	0	0
1	18	0	26	401	0	40	9	7	15	9	15	20
1	18	0	27	280	0	7	1	2	2	2	1	2
1	18	0	30	1919	0	153	27	13	69	44	69	64
1	19	0	0	0	0	0	0	0	0	0	0	0
1	19	0	24	1141	0	4	1	0	0	3	0	0
1	19	0	26	401	0	42	6	4	19	13	11	7
1	19	0	27	280	0	5	0	2	1	2	3	2
1	19	0	30	1919	0	155	20	23	71	41	83	73
1	20	0	0	0	0	0	0	0	0	0	0	0
1	20	0	24	1141	0	4	0	0	1	3	3	3
1	20	0	26	401	0	43	4	5	22	12	24	19
1	20	0	27	280	0	8	2	2	1	3	0	2
1	20	0	30	1919	0	161	20	24	69	48	68	81
1	21	0	0	0	0	0	0	0	0	0	0	0
1	21	0	24	1141	0	8	3	3	0	2	0	0
1	21	0	26	401	0	41	8	2	17	14	13	9
1	21	0	27	280	0	6	1	3	1	1	1	2
1	21	0	30	1919	0	168	18	20	72	58	90	85
1	22	0	0	0	0	0	0	0	0	0	0	0
1	22	0	24	1141	0	8	1	1	2	4	2	3
1	22	0	26	401	0	46	9	3	20	14	14	19
1	22	0	27	280	0	9	1	3	2	3	4	2
1	22	0	30	1919	0	191	24	25	79	63	63	72
1	23	0	0	0	0	0	0	0	0	0	0	0
1	23	0	24	1141	0	11	4	1	2	4	6	5
1	23	0	26	401	0	49	4	5	25	15	21	22
1	23	0	27	280	0	11	1	2	3	5	4	7
1	23	0	30	1919	0	193	22	21	86	64	70	68
1	24	0	0	0	0	0	0	0	0	0	0	0
1	24	0	24	1141	0	13	4	2	3	4	11	6
1	24	0	26	401	0	48	6	4	22	16	19	15
1	24	0	27	280	0	15	2	2	4	7	6	8
1	24	0	30	1919	0	191	18	22	90	61	69	81
1	25	0	0	0	0	0	0	0	0	0	0	0
1	25	0	24	1141	0	23	7	5	7	4	9	19
1	25	0	26	401	0	45	7	1	22	15	19	21
1	25	0	27	280	0	20	5	3	5	7	4	5
1	25	0	30	1919	0	195	18	24	91	62	90	82
1	26	0	0	0	0	0	0	0	0	0	0	0
1	26	0	24	1141	0	33	5	10	10	8	22	15
1	26	0	26	401	0	52	7	11	19	15	9	12
1	26	0	27	280	0	18	1	2	7	8	7	11
1	26	0	30	1919	0	188	30	17	81	60	84	101
1	27	0	0	0	0	0	0	0	0	0	0	0
1	27	0	24	1141	0	45	14	6	14	11	28	16
1	27	0	26	401	0	46	3	6	18	19	15	18
1	27	0	27	280	0	20	4	3	7	6	7	6
1	27	0	30	1919	0	205	21	38	93	53	75	102
1	28	0	0	0	0	0	0	0	0	0	0	0
1	28	0	24	1141	0	62	15	10	24	13	36	39
1	28	0	26	401	0	48	3	6	18	21	9	9
1	28	0	27	280	0	23	2	4	9	8	6	8
1	28	0	30	1919	0	202	14	24	97	67	87	88
1	29	0	0	0	0	0	0	0	0	0	0	0
1	29	0	24	1141	0	76	18	11	29	18	34	37
1	29	0	26	401	0	38	2	5	14	17	13	8
1	29	0	27	280	0	28	6	7	7	8	5	7
1	29	0	30	1919	0	208	21	23	96	68	89	90
1	30	0	0	0	0	0	0	0	0	0	0	0
1	30	0	24	1141	0	80	21	7	30	22	43	40
1	30	0	26	401	0	40	3	4	12	21	7	10
1	30	0	27	280	0	24	3	2	10	9	7	12
1	30	0	30	1919	0	230	29	27	97	77	92	70
1	31	0	0	0	0	0	0	0	0	0	0	0
1	31	0	23	145	0	3	1	2	0	0	0	0
1	31	0	24	1141	0	83	20	8	32	23	59	49
1	31	0	26	401	0	38	4	6	10	18	9	6
1	31	0	27	280	0	36	6	11	9	10	6	5
1	31	0	30	1919	0	220	21	23	94	82	67	85
1	31	0	32	154	0	1	1	0	0	0	0	0
1	32	0	0	0	0	0	0	0	0	0	0	0
1	32	0	23	145	0	6	2	2	0	2	0	0
1	32	0	24	1141	0	91	16	15	38	22	39	29
1	32	0	26	401	0	33	6	1	9	17	12	10
1	32	0	27	280	0	34	7	4	10	13	6	4
1	32	0	30	1919	0	198	16	21	75	86	53	75
1	32	0	32	154	0	2	0	1	1	0	0	0
1	33	0	0	0	0	0	0	0	0	0	0	0
1	33	0	23	145	0	6	1	1	2	2	1	3
1	33	0	24	1141	0	94	11	8	46	29	48	51
1	33	0	26	401	0	32	2	7	9	14	8	11
1	33	0	27	280	0	31	3	3	13	12	13	6
1	33	0	30	1919	0	188	13	20	75	80	76	67
1	33	0	32	154	0	2	0	0	1	1	2	0
1	34	0	0	0	0	0	0	0	0	0	0	0
1	34	0	23	145	0	12	5	4	2	1	1	8
1	34	0	24	1141	0	102	16	16	42	28	45	38
1	34	0	26	401	0	33	2	4	9	18	7	8
1	34	0	27	280	0	31	5	1	12	13	11	6
1	34	0	30	1919	0	185	21	23	61	80	64	61
1	34	0	32	154	0	3	1	0	1	1	2	0
1	35	0	0	0	0	0	0	0	0	0	0	0
1	35	0	23	145	0	12	0	4	5	3	7	11
1	35	0	24	1141	0	100	15	13	37	35	36	31
1	35	0	26	401	0	33	4	3	9	17	4	8
1	35	0	27	280	0	38	4	7	14	13	11	8
1	35	0	30	1919	0	167	12	8	62	85	85	64
1	35	0	32	154	0	7	2	2	2	1	2	3
1	36	0	0	0	0	0	0	0	0	0	0	0
1	36	0	23	145	0	14	1	3	3	7	1	4
1	36	0	24	1141	0	92	14	6	37	35	42	47
1	36	0	26	401	0	33	3	1	10	19	16	13
1	36	0	27	280	0	42	8	3	14	17	5	4
1	36	0	30	1919	0	180	34	13	60	73	52	67
1	36	0	32	154	0	7	0	1	3	3	1	3
1	37	0	0	0	0	0	0	0	0	0	0	0
1	37	0	23	145	0	15	2	3	4	6	3	3
1	37	0	24	1141	0	93	17	13	33	30	41	47
1	37	0	26	401	0	31	2	7	7	15	13	4
1	37	0	27	280	0	39	3	4	16	16	9	5
1	37	0	30	1919	0	178	20	17	72	69	59	56
1	37	0	32	154	0	8	1	2	2	3	6	3
1	38	0	0	0	0	0	0	0	0	0	0	0
1	38	0	23	145	0	14	2	0	4	8	2	4
1	38	0	24	1141	0	98	11	19	41	27	48	32
1	38	0	26	401	0	30	5	2	7	16	9	13
1	38	0	27	280	0	35	4	2	13	16	10	10
1	38	0	30	1919	0	165	17	20	69	59	74	80
1	38	0	32	154	0	7	3	1	2	1	2	6
1	39	0	0	0	0	0	0	0	0	0	0	0
1	39	0	23	145	0	21	5	2	6	8	6	2
1	39	0	24	1141	0	97	11	13	39	34	49	44
1	39	0	26	401	0	30	1	5	9	15	7	4
1	39	0	27	280	0	35	3	5	13	14	8	14
1	39	0	30	1919	0	171	14	25	77	55	69	84
1	39	0	32	154	0	10	2	3	4	1	5	7
1	40	0	0	0	0	0	0	0	0	0	0	0
1	40	0	23	145	0	19	2	1	8	8	7	6
1	40	0	24	1141	0	107	14	17	40	36	39	45
1	40	0	26	401	0	28	2	5	8	13	11	12
1	40	0	27	280	0	37	2	10	10	15	7	7
1	40	0	30	1919	0	174	21	24	66	63	67	57
1	40	0	32	154	0	9	0	2	4	3	2	2
1	41	0	0	0	0	0	0	0	0	0	0	0
